Account_Length,Vmail_Message,CustServ_Calls,Churn,Intl_Plan,Vmail_Plan,Total_mins,Total_calls,Total_charges
119,24,0,no,no,yes,506.5,235,197.33000000000004
16,0,1,no,no,no,485.2,280,151.01999999999995
99,0,1,no,no,no,444.20000000000016,328,177.45999999999995
76,26,1,no,no,yes,562.5,339,196.77
167,0,4,yes,no,no,522.3,317,219.2
129,0,1,no,no,no,478.9,353,135.54
116,0,1,no,no,no,543.4,343,264.18
60,0,1,no,yes,no,604.6,328,264.65000000000003
128,0,0,no,no,no,516.6999999999998,347,208.54
47,28,0,no,no,yes,444.3,283,209.29
40,0,3,no,yes,no,639.9,261,341.04
173,0,0,no,no,no,428.0,234,150.98
157,30,1,no,no,yes,766.8000000000003,334,392.32
66,32,2,no,no,yes,461.9,323,184.45
50,26,0,no,yes,yes,779.4,284,261.74000000000007
72,0,3,no,no,no,511.8,351,261.43
130,0,1,no,no,no,606.4999999999999,277,291.38
143,0,1,no,no,no,614.4,262,295.24
89,0,1,no,yes,no,525.6999999999998,311,230.8
108,0,0,no,no,no,578.8000000000002,255,203.44
32,0,1,no,no,no,484.00000000000006,325,184.13
166,0,2,no,no,no,512.3000000000002,320,189.25
109,0,1,no,no,no,717.6,328,337.25
72,39,1,no,no,yes,536.9,303,215.02
134,32,0,no,no,yes,501.6,274,229.7
13,0,4,no,no,no,583.8000000000002,285,246.87
90,0,3,no,no,no,588.4,299,323.17
111,36,3,no,no,yes,525.0,257,165.27
101,23,1,no,no,yes,555.5999999999998,295,194.8
72,0,0,no,no,no,601.4,330,248.62
67,35,1,no,no,yes,675.1,333,342.67999999999995
172,0,3,yes,no,no,633.1,333,227.95
154,32,2,no,no,yes,571.6,291,263.40000000000003
69,0,2,no,no,no,661.8,286,281.72
123,0,3,no,no,no,652.5999999999998,305,281.44
130,12,0,no,no,yes,574.6,300,249.81
142,26,2,no,no,yes,720.1999999999997,338,325.18
29,0,1,no,no,no,593.5,291,336.08
87,28,0,no,no,yes,553.6,327,229.71
149,0,0,no,no,no,384.2,284,204.33
146,0,2,no,yes,no,555.3000000000002,276,233.0
88,0,4,yes,yes,no,780.0,255,362.08
119,15,5,yes,yes,yes,460.5,317,133.36
48,0,1,no,no,no,573.2,225,264.65
135,0,1,no,no,no,615.5,344,238.34
100,0,1,no,no,no,519.0,339,195.38
98,0,4,no,no,no,738.4999999999999,276,363.9
75,26,2,no,no,yes,478.4,306,180.52
180,33,1,no,no,yes,679.2,282,277.47
100,25,1,no,no,yes,665.6,343,250.06
119,35,2,no,no,yes,695.4,324,318.57
86,0,0,no,no,no,666.9,237,401.83
155,39,1,no,no,yes,657.1999999999998,304,325.54
78,0,1,yes,yes,no,664.0,321,224.64
153,0,1,no,no,no,580.3,322,242.77
92,25,0,no,no,yes,530.3000000000002,345,231.64
13,25,2,no,no,yes,465.1,294,156.95000000000005
154,0,3,no,no,no,612.7,336,267.71
144,35,0,no,yes,yes,663.0,313,319.16
48,0,1,no,no,no,622.3,287,230.38
94,0,1,no,no,no,630.8000000000002,294,269.35
139,0,1,no,no,no,597.6,354,230.63
126,0,1,no,no,no,632.6999999999998,305,289.97
122,0,2,no,no,no,581.8000000000002,319,279.84
139,0,1,no,no,no,582.9,324,255.24
95,0,3,no,no,no,462.1,325,151.92
80,31,4,no,no,yes,566.1000000000001,254,208.92
131,28,3,no,no,yes,724.3,320,314.49
36,0,1,no,no,no,600.6,310,258.32
180,0,2,no,no,no,550.4000000000002,283,225.48
25,0,2,no,no,no,545.1,312,248.15
113,0,3,no,no,no,617.6,306,222.18
88,31,1,no,no,yes,613.9999999999999,319,269.22
120,0,1,no,no,no,476.50000000000006,312,173.07
74,0,1,no,no,no,348.9,272,128.08
109,0,2,no,no,no,541.3,299,176.88000000000005
162,33,0,no,no,yes,507.4,329,183.39
124,37,1,no,no,yes,605.8,279,289.08
177,0,2,no,no,no,560.4,257,258.32
91,0,1,no,no,no,690.7,299,302.0
105,0,0,yes,no,no,684.6999999999998,273,254.51
24,0,0,yes,no,no,626.5,283,253.66000000000003
48,0,0,no,no,no,301.49999999999994,232,149.81
86,0,2,no,no,no,459.50000000000006,329,200.03
163,0,4,no,no,no,557.6999999999998,221,211.14
91,0,0,no,no,no,506.6,328,137.54999999999998
56,0,3,no,no,no,492.1,286,217.81
147,24,3,no,yes,yes,789.0,349,425.65
64,0,2,no,no,no,537.0,311,221.63
108,34,4,yes,no,yes,603.3000000000002,279,316.2399999999999
159,0,5,no,no,no,624.1,325,277.78
136,0,3,no,yes,no,639.6,286,215.74
116,35,1,no,no,yes,600.3,346,254.65
45,38,1,no,no,yes,720.5,287,330.73
122,0,2,no,no,no,570.8000000000002,380,243.07
138,0,5,no,no,no,625.4000000000002,285,294.25
132,0,1,no,no,no,579.9,273,290.84
101,0,0,no,yes,no,614.9,314,284.96
58,0,2,no,no,no,663.1999999999998,337,252.15000000000003
81,0,1,no,no,no,466.3,336,231.9
87,0,3,no,no,no,593.8,323,301.7800000000001
116,0,2,no,no,no,590.8,298,232.81
85,0,4,no,yes,no,627.3,349,273.3
62,33,2,yes,no,yes,685.1999999999998,326,351.38
90,0,0,no,no,no,614.0999999999998,286,288.1
98,0,2,no,no,no,573.3,281,274.41
73,0,1,no,no,no,519.7,330,178.39
107,0,2,no,yes,no,698.8000000000003,267,313.57
55,20,2,no,no,yes,570.5999999999998,314,307.1
76,22,3,no,no,yes,361.5,349,68.36999999999999
30,0,3,no,no,no,589.9,326,253.0
157,0,4,no,no,no,516.6,352,223.3
40,31,1,yes,no,yes,487.0,259,177.37
72,0,1,no,no,no,482.70000000000016,266,211.86
95,39,1,no,no,yes,679.9000000000002,343,269.61
42,0,0,no,no,no,486.2,303,207.6
86,0,1,no,no,no,655.0,297,289.77
131,0,0,no,no,no,627.3,320,211.76
55,45,4,yes,no,yes,491.5,327,190.84
74,0,0,no,no,no,646.7,293,246.38
81,37,1,no,yes,yes,780.4999999999999,324,348.41
81,0,4,no,no,no,617.2,284,280.42
28,0,6,yes,no,no,517.4,284,306.99
111,0,0,no,no,no,539.0,326,207.27
3,27,2,no,no,yes,603.9,289,329.0300000000001
51,0,1,yes,no,no,768.1,362,271.68
68,24,1,no,no,yes,643.3,312,240.07
163,0,0,yes,no,no,694.1,274,242.44000000000003
87,0,2,no,no,no,636.8000000000002,232,302.24
58,0,0,yes,no,no,596.6,282,313.28
109,0,0,no,no,no,537.8,369,262.98
111,0,4,no,no,no,743.5,307,362.64
144,0,2,no,no,no,374.4,268,138.24
135,0,5,yes,no,no,723.6,296,277.58
109,46,4,no,no,yes,624.1,309,230.55
107,14,1,no,no,yes,516.3,305,241.9
149,0,2,no,no,no,495.5,294,208.74
56,0,1,no,no,no,587.6,348,208.6
129,0,0,no,no,no,604.0,288,306.23
92,0,0,no,no,no,639.0,332,239.45
67,30,1,no,no,yes,674.1,309,356.13
120,0,0,no,no,no,609.7,291,179.39999999999995
166,0,1,no,no,no,617.0,335,271.35
66,0,1,no,no,no,543.4000000000002,317,232.55
76,0,0,no,no,no,549.5999999999998,288,234.44000000000003
79,0,2,no,no,no,686.9,391,298.59
98,31,2,no,no,yes,651.4999999999999,337,300.04
141,22,1,no,no,yes,712.4,316,234.39
49,0,2,yes,no,no,693.1,307,280.94
46,0,3,no,no,no,595.1,280,271.57
137,0,3,no,no,no,484.1,278,267.31000000000006
171,0,1,yes,no,no,646.1,297,210.25000000000003
10,0,1,no,no,no,615.5999999999998,336,291.8900000000001
88,0,3,no,no,no,545.8,304,257.28000000000003
89,0,2,no,no,no,537.0,293,190.2
82,0,3,yes,no,no,640.0000000000001,286,318.0
139,0,3,no,no,no,544.8,374,211.67
87,0,0,no,no,no,561.0,344,228.61
137,0,2,no,yes,no,607.4,339,318.7999999999999
45,0,1,yes,no,no,457.5,332,223.77
90,0,1,no,no,no,623.1,288,310.73
103,0,1,no,no,no,617.1,308,272.82000000000005
100,0,2,no,no,no,482.70000000000016,322,123.48
110,0,3,no,no,no,468.1,296,163.82
124,0,2,no,no,no,498.20000000000016,288,213.22
10,0,2,no,no,no,612.9000000000002,259,267.41
89,29,2,no,no,yes,827.7,368,452.28
121,0,2,no,no,no,535.7,310,169.84
101,0,3,no,no,no,636.8000000000002,284,275.29999999999995
103,31,2,no,no,yes,544.6,345,205.96
51,0,1,no,no,no,596.3,263,231.01
2,0,2,yes,yes,no,472.70000000000016,250,238.0
111,0,0,no,no,no,648.1999999999998,357,279.01
118,0,2,no,no,no,568.8,324,272.52
17,31,6,yes,no,yes,573.3,277,278.92
130,0,2,no,no,no,669.4999999999999,328,288.08
193,0,2,yes,no,no,460.4,315,251.07
114,0,1,no,no,no,652.1999999999998,355,257.88
137,0,2,no,no,no,551.0,273,304.82
185,29,2,no,no,yes,563.9999999999999,302,211.57
101,0,3,no,no,no,618.4,290,237.29
95,32,3,no,no,yes,609.6,294,292.2
7,30,1,no,no,yes,645.0,347,312.7700000000001
126,0,1,yes,no,no,690.8000000000003,302,273.36
71,0,0,no,no,no,504.0,345,247.08
124,0,3,no,no,no,662.9,260,258.44
97,0,0,yes,yes,no,642.8,334,307.49
28,0,2,no,no,no,592.3999999999999,329,264.08
90,0,4,yes,yes,no,512.0,305,186.64
190,0,1,no,no,no,614.1,289,240.45
31,28,1,no,no,yes,714.1,314,312.66
52,24,2,no,no,yes,535.4,280,213.43
73,0,0,no,no,no,508.9,227,214.13
111,0,0,yes,no,no,692.6,301,317.7
98,0,4,yes,no,no,333.5,219,190.03
106,0,1,yes,yes,no,514.1,243,231.67
111,0,0,no,no,no,657.0,344,297.56999999999994
59,0,1,no,no,no,640.5,281,325.76999999999987
71,22,2,no,no,yes,530.0,314,269.31
55,0,0,yes,no,no,762.0999999999997,377,313.28
13,0,1,no,no,no,491.5,305,201.58
136,16,0,no,no,yes,531.9000000000002,333,273.34000000000003
123,0,0,no,no,no,592.6,319,302.7100000000001
105,0,2,no,no,no,546.6999999999998,286,218.36
50,31,3,no,no,yes,750.7,329,278.20000000000005
118,0,1,no,no,no,579.8,317,282.02
97,0,3,no,no,no,540.3,259,246.95
51,0,0,no,no,no,679.9,323,313.51
73,0,1,yes,no,no,726.0,283,348.34
35,0,2,no,no,no,396.9,325,176.98999999999995
64,0,1,no,no,no,703.8000000000003,250,321.3900000000001
63,0,3,no,no,no,370.2,307,198.58
117,31,3,no,no,yes,613.6,350,315.36
115,0,1,yes,no,no,779.6,304,349.02
162,0,1,no,no,no,600.6,298,242.16
89,0,3,no,no,no,506.2,287,269.01
94,0,1,no,yes,no,609.6,335,237.21
129,0,4,no,no,no,558.7,292,160.38000000000005
86,0,1,no,no,no,537.0999999999998,336,210.22
96,0,1,no,no,no,612.9,399,322.5
190,0,1,no,no,no,628.9,313,258.72
80,0,1,no,no,no,495.7,259,269.79
108,0,4,yes,no,no,518.7,312,254.91000000000003
97,32,0,no,no,yes,594.6,328,250.56000000000003
84,42,0,no,no,yes,747.3,346,403.99
65,0,4,yes,no,no,777.1000000000001,374,361.6
131,34,1,no,no,yes,502.69999999999993,359,309.76
58,43,1,no,yes,yes,617.4,305,251.93
36,0,3,no,no,no,645.3000000000002,359,267.86
54,0,1,no,no,no,469.4,345,260.85
45,0,1,no,no,no,619.2,312,252.42
125,39,2,no,no,yes,709.8,328,250.47
72,21,2,no,no,yes,541.8000000000002,316,189.29
141,0,3,no,no,no,447.5,309,258.88
113,0,0,no,no,no,546.4999999999999,356,281.28
20,35,0,no,no,yes,497.30000000000007,353,217.14
212,0,1,no,no,no,580.7,281,352.17
99,0,4,no,yes,no,567.1999999999998,324,262.73
94,0,1,no,no,no,626.9999999999999,235,255.41
40,0,1,no,no,no,360.3,315,145.38
86,29,3,no,no,yes,588.6,368,282.58
101,0,3,yes,no,no,696.0,293,288.56
170,0,0,no,no,no,650.0,334,237.63
105,0,1,no,no,no,652.2,296,214.74
103,0,0,no,no,no,508.8,300,245.29
140,27,4,no,yes,yes,559.0,331,255.5
101,0,1,no,no,no,368.1,218,194.67
98,19,1,no,no,yes,592.9,272,295.68
104,0,4,no,no,no,614.4,324,275.90000000000003
115,0,3,no,no,no,505.3,279,222.94
112,0,0,no,no,no,582.7,281,214.89
70,0,1,no,no,no,680.4000000000002,268,323.37000000000006
126,0,0,no,no,no,486.20000000000016,285,252.03000000000003
87,39,3,no,no,yes,480.1,265,206.64
125,0,4,yes,no,no,473.3,316,277.9
86,0,1,no,no,no,640.0,350,293.08
73,31,6,yes,no,yes,579.8,296,278.88
232,0,1,no,no,no,491.6,299,171.61
1,30,0,no,no,yes,672.4,317,312.64
133,0,1,no,no,no,646.8,268,321.0
103,0,1,no,no,no,534.6,296,222.21
131,24,1,no,no,yes,589.1,263,265.54
95,20,0,no,no,yes,634.3999999999999,269,303.4
182,0,1,no,no,no,595.4000000000002,334,292.69
99,0,0,no,no,no,559.0,299,256.27
27,0,3,no,no,no,674.9,322,259.05
141,0,1,no,no,no,435.0,264,190.5
29,37,2,no,yes,yes,563.8000000000002,293,203.16
65,0,2,no,no,no,434.6,312,220.42
81,0,3,yes,yes,no,553.6999999999998,266,268.98999999999995
37,20,0,no,no,yes,702.3,300,286.39
107,31,1,no,no,yes,649.0000000000001,225,320.9600000000001
127,28,1,no,yes,yes,418.6,383,192.35
78,0,0,no,no,no,600.5,303,307.9500000000001
55,0,2,no,no,no,578.4,359,273.59000000000003
86,30,2,no,no,yes,627.8999999999999,306,308.18999999999994
176,0,2,no,no,no,580.5,299,215.1
96,0,2,no,yes,no,599.6,337,164.45000000000005
11,38,1,no,no,yes,646.4,300,297.76
48,34,1,no,no,yes,697.2,266,286.68
127,0,1,no,no,no,629.9,343,315.93
63,0,0,no,no,no,576.3,292,307.63
79,0,1,no,no,no,586.3000000000002,280,225.43
47,37,2,no,no,yes,548.6,365,230.21
89,19,0,yes,yes,yes,508.9,364,173.44
83,26,1,no,no,yes,605.5,303,200.97
126,34,4,no,yes,yes,685.0,365,283.2100000000001
60,0,2,no,no,no,679.0,348,293.68
122,0,0,no,no,no,577.3,366,243.62
136,0,1,no,no,no,485.6,291,169.51
172,47,1,no,no,yes,715.3,345,321.0
102,0,1,yes,no,no,614.1999999999998,279,263.43
113,0,1,no,yes,no,541.7,301,198.93
79,0,3,no,no,no,653.0,267,340.62
55,8,1,no,no,yes,781.2,314,449.52
111,28,2,no,no,yes,443.8,234,192.08
160,0,0,no,no,no,574.7,345,277.17
110,0,4,no,no,no,596.6999999999998,339,249.52
192,0,4,no,no,no,686.9,240,240.27
93,0,0,no,no,no,472.6,300,173.14
101,33,2,no,no,yes,600.5,346,248.6
77,0,2,no,no,no,560.9,327,304.57
105,40,2,no,no,yes,582.7,339,283.4
133,44,2,yes,no,yes,621.6,287,285.37
131,0,1,no,no,no,706.8000000000003,258,318.87
106,33,1,no,no,yes,478.0,322,194.26
118,0,1,no,no,no,515.0,338,300.72
125,0,1,no,no,no,593.9,295,292.59
95,0,0,no,no,no,615.4,268,275.46000000000004
80,0,3,no,no,no,546.1999999999998,326,239.8
145,0,0,no,no,no,499.6,280,226.05
37,0,2,no,no,no,499.0,344,141.43
87,0,1,no,no,no,603.5000000000001,244,280.40000000000003
69,0,3,no,no,no,658.0,284,292.07
83,0,1,no,no,no,460.3,307,241.77
195,0,0,no,no,no,472.5,298,223.12
67,35,0,yes,yes,yes,630.1999999999998,285,279.73
75,27,3,no,no,yes,522.9000000000002,350,241.84
123,27,0,no,no,yes,570.9000000000002,274,236.74
41,41,1,no,no,yes,466.2,292,169.41
75,0,0,no,no,no,618.9,291,219.26
76,0,1,yes,yes,no,714.1000000000001,278,244.74
86,0,1,no,yes,no,664.9,319,279.28
140,0,0,no,no,no,535.4,245,297.73
70,0,3,no,no,no,372.1,333,206.08
121,35,0,no,no,yes,616.1,258,279.99
112,0,1,no,no,no,671.0999999999998,334,260.1
118,0,2,no,no,no,659.2,315,266.84000000000003
66,16,1,no,no,yes,721.0999999999997,297,370.97
78,0,0,no,no,no,497.4,291,249.28
129,34,2,no,no,yes,542.1999999999998,318,248.71
6,0,3,no,no,no,552.4,317,225.78
107,0,1,no,yes,no,689.7,299,351.57
107,0,3,yes,yes,no,570.2,320,293.64
138,0,1,no,no,no,509.2,339,243.27
103,0,0,no,no,no,621.3000000000002,273,368.22
116,44,0,no,no,yes,709.8000000000003,275,316.23
189,0,2,no,no,no,615.8,289,270.69
161,0,2,no,no,no,574.2,333,270.78
1,0,1,no,no,no,711.1,282,281.45
89,0,1,no,no,no,603.0999999999998,334,288.6
64,0,1,no,no,no,687.1,296,227.18
126,30,4,yes,no,yes,471.4,288,203.13
129,0,2,no,no,no,618.4999999999999,318,274.11
128,32,0,no,no,yes,687.0999999999998,321,263.09000000000003
81,36,3,no,no,yes,619.2,311,309.4500000000001
114,0,1,no,no,no,520.8,307,228.15
50,0,0,no,no,no,674.0,308,274.29
86,0,3,no,no,no,581.0999999999998,301,284.5900000000001
96,0,1,no,no,no,622.7,297,225.68
72,0,0,no,no,no,578.5,296,252.76
64,40,8,no,no,yes,617.4,303,233.47000000000003
57,17,2,no,yes,yes,648.5,308,304.71
65,0,2,no,no,no,663.0,389,340.29
163,0,1,no,no,no,647.0999999999998,348,256.36
136,0,2,no,no,no,679.3000000000002,268,319.54
116,0,1,no,no,no,617.8,348,301.76
93,0,3,no,no,no,685.8000000000002,287,314.58
142,40,3,no,no,yes,632.8000000000002,311,277.55000000000007
92,0,1,no,no,no,666.0,272,283.43
70,0,1,no,no,no,680.8000000000002,283,240.03
22,14,1,no,no,yes,490.8,295,122.49
37,0,2,no,no,no,666.3,326,282.91
51,0,1,no,no,no,662.0,330,372.46
174,0,2,no,no,no,518.0,316,273.92
68,0,1,yes,no,no,716.6,312,305.09
130,0,1,no,no,no,613.8,287,258.51
104,0,2,no,no,no,557.1999999999998,304,256.78
134,0,2,no,no,no,609.1,312,255.00000000000003
108,35,2,no,no,yes,567.6,349,270.46
103,0,3,no,no,no,649.1,216,284.46
62,0,1,no,no,no,600.9,312,318.37
162,0,2,no,no,no,535.6999999999998,301,261.34
93,19,2,no,no,yes,399.9,316,116.2
42,0,1,no,no,no,445.6,307,172.07
155,23,2,no,no,yes,603.9999999999999,352,279.71
36,0,0,no,no,no,582.8,321,273.61
143,0,0,yes,no,no,597.9,315,265.52000000000004
197,0,3,no,no,no,564.2,301,281.29
81,0,1,yes,no,no,756.9,345,348.96000000000015
138,0,4,yes,yes,no,409.6,317,201.35
103,18,0,yes,no,yes,503.8,287,222.34
127,0,2,yes,yes,no,734.1999999999997,283,327.48
136,0,1,yes,no,no,736.5,308,368.59
99,0,2,no,no,no,657.9000000000002,280,305.24
95,0,0,no,no,no,489.0,295,260.22
118,21,4,yes,yes,yes,535.5,331,213.23
113,0,5,yes,no,no,364.6,316,228.23
128,0,0,no,yes,no,509.7,334,212.35
117,0,3,no,no,no,452.9,307,241.81
48,36,3,no,no,yes,676.1,304,337.7
81,0,0,no,yes,no,708.9999999999999,341,329.67
57,0,1,no,no,no,599.0,265,295.74
140,0,1,no,no,no,518.6,275,195.35
107,38,2,no,no,yes,515.0,257,164.39
56,0,1,no,no,no,499.70000000000016,306,231.78000000000003
159,0,1,no,no,no,547.0,303,219.68
102,0,1,no,no,no,622.5999999999998,323,240.3
107,0,1,no,no,no,534.3000000000002,347,274.98
106,0,2,no,no,no,396.0,316,148.01000000000005
225,0,0,yes,no,no,657.8000000000002,311,273.18
75,0,2,no,no,no,490.6,278,186.88
86,0,0,no,no,no,672.5,265,297.32
169,0,1,no,no,no,606.8,271,286.14
122,22,2,no,no,yes,557.7,321,263.19
106,0,0,no,no,no,694.9,373,325.51999999999987
52,32,2,no,no,yes,680.1999999999998,237,349.19999999999993
79,34,2,no,no,yes,611.4,284,309.87
135,0,2,no,no,no,640.1,316,284.38999999999993
70,0,0,no,no,no,575.9,305,208.65
80,0,2,no,no,no,573.0999999999998,259,258.75
37,0,0,no,no,no,540.6999999999998,300,263.79
161,39,1,no,no,yes,543.5999999999998,295,263.03000000000003
137,0,1,no,no,no,582.1,255,335.02
123,0,0,no,no,no,455.5,357,242.13
80,38,2,no,no,yes,653.1,249,278.51
94,0,0,no,no,no,607.8000000000002,330,330.26
105,27,1,no,no,yes,594.6999999999998,293,328.08
73,31,0,no,no,yes,612.0,301,291.57
112,0,2,no,no,no,620.8,300,340.35
179,0,1,no,no,no,596.2,304,255.49
57,0,1,no,no,no,614.5,269,310.57000000000005
127,14,1,no,no,yes,546.3000000000002,268,273.48
122,40,1,no,yes,yes,664.7,273,255.71
33,35,1,no,no,yes,512.6,300,242.26
94,0,3,no,no,no,506.4,253,220.37
100,0,1,no,no,no,572.6,381,245.01
106,0,2,no,no,no,528.1,281,214.7
148,38,2,no,no,yes,451.9,292,164.46
120,29,0,no,no,yes,744.0000000000001,318,246.1
91,34,1,no,no,yes,587.1,305,203.99
86,0,1,no,no,no,551.0,285,321.65
78,25,0,no,no,yes,718.0,261,283.48
94,0,1,no,no,no,573.2,334,308.21
85,0,2,yes,no,no,755.1,291,383.16
89,0,1,no,no,no,451.4,231,233.6
128,0,1,no,no,no,609.4000000000002,304,290.43
115,0,1,no,yes,no,608.3,318,277.72
76,0,1,no,no,no,561.6999999999998,264,290.57
75,39,1,no,no,yes,619.4999999999999,319,196.0
90,29,2,no,no,yes,568.5,344,212.16
30,0,3,no,no,no,493.1,324,234.88
105,0,1,yes,yes,no,818.6999999999997,319,339.97
102,31,3,no,no,yes,441.0,270,210.77
83,0,3,no,no,no,534.2,255,233.94
63,49,0,no,no,yes,592.1000000000001,319,234.08
155,0,2,no,no,no,541.0,308,215.27
82,29,2,no,no,yes,386.80000000000007,286,124.57
87,0,1,no,no,no,629.4999999999999,309,284.94
115,26,0,no,no,yes,652.2,347,320.6
99,0,0,yes,yes,no,767.6,300,244.51
121,44,3,no,yes,yes,639.2,368,265.90000000000003
54,33,2,no,no,yes,481.6,289,196.83
105,0,3,no,no,no,510.3,251,165.29
73,0,1,no,no,no,550.4,340,244.24
95,0,0,no,no,no,770.0000000000001,359,396.76000000000016
21,19,3,no,no,yes,504.8999999999999,280,205.09
163,25,2,no,no,yes,686.5,294,312.56
57,0,0,no,no,no,700.9,295,350.04
104,0,4,no,yes,no,773.5,271,376.05
83,20,0,no,no,yes,474.7,262,243.07
141,0,2,no,no,no,693.8,315,333.08
95,0,3,no,no,no,604.5999999999998,314,235.1
184,0,1,yes,no,no,729.5,291,268.98
74,0,2,no,no,no,658.1999999999998,211,339.89
67,0,0,no,no,no,636.6999999999998,312,333.31
104,0,0,no,yes,no,580.3,328,312.88000000000005
71,39,1,no,no,yes,576.9,329,232.31
149,0,4,yes,no,no,504.4,323,251.77
154,35,0,no,no,yes,588.7,303,227.43
138,21,0,no,no,yes,348.0,370,205.22
117,0,1,no,no,no,576.1,305,194.23
130,0,1,no,no,no,550.5,372,219.3
73,0,2,no,no,no,591.1,372,235.85
100,38,0,no,no,yes,818.5,319,368.89
149,0,1,no,no,no,528.4000000000002,284,173.64999999999995
29,0,2,no,no,no,510.1,296,189.74
131,0,1,no,no,no,432.8,287,232.02
153,0,2,no,no,no,601.6,322,252.92
84,0,2,no,no,no,571.9000000000002,392,195.33
133,0,2,no,no,no,576.5999999999998,309,295.43
112,0,0,no,no,no,562.9000000000002,339,244.89
87,0,0,no,no,no,661.0,273,349.64
72,0,2,no,no,no,623.9,336,271.04
66,0,4,yes,no,no,514.3,357,204.4
65,29,1,no,no,yes,699.1999999999997,287,276.12
74,0,2,no,no,no,691.1999999999997,310,311.7
116,0,6,yes,no,no,516.4,240,220.33
68,0,2,no,no,no,497.8,285,226.48
68,0,3,no,no,no,611.6,298,266.88
54,0,1,no,yes,no,653.6,249,256.97
99,0,1,no,no,no,430.4,323,229.94
107,0,3,no,no,no,626.9,280,364.68000000000006
124,0,1,no,no,no,528.5999999999998,259,214.46
95,36,3,no,no,yes,842.3,330,348.99
173,0,0,yes,no,no,667.1999999999998,398,228.5
110,0,1,no,no,no,556.8,274,274.97
102,0,0,no,no,no,690.2,330,334.67
130,0,0,no,no,no,443.6,339,210.09
91,31,1,no,no,yes,602.8000000000002,292,176.73
64,0,1,yes,yes,no,490.4,362,198.05
176,23,1,no,no,yes,630.7,314,249.6
93,0,1,yes,yes,no,517.9,289,206.72
84,12,1,no,no,yes,404.8,276,203.18
138,0,3,no,no,no,587.5,286,261.06
101,28,1,no,no,yes,629.6000000000001,364,334.54
136,0,2,no,no,no,483.8,278,224.73
111,0,2,no,no,no,582.1999999999998,284,303.0900000000001
132,36,0,no,no,yes,503.20000000000016,265,188.52
128,0,3,no,no,no,587.9000000000002,265,211.18
92,38,1,no,no,yes,620.8,349,276.59
197,0,5,yes,yes,no,537.2,295,225.97
191,0,1,no,no,no,624.5,314,270.85
99,33,2,no,no,yes,593.6999999999998,292,226.73
106,31,3,no,no,yes,448.7,340,168.17
88,0,2,no,no,no,698.6999999999997,232,299.1500000000001
78,0,0,no,no,no,505.0,310,185.64
98,0,1,no,no,no,543.9,322,244.29
17,35,1,no,no,yes,687.1,337,278.29
56,24,1,no,no,yes,585.0,264,318.36
84,0,2,no,no,no,727.5999999999997,245,368.68
95,0,2,no,no,no,558.7,265,233.4
16,0,5,no,no,no,637.7,293,235.84
76,0,1,yes,yes,no,702.9,284,293.45
93,0,0,no,no,no,600.0,269,282.95
83,0,2,no,no,no,471.2,302,207.98
123,0,1,no,no,no,589.7,257,227.13
64,0,1,no,no,no,656.1999999999998,325,332.24999999999994
82,0,0,yes,no,no,815.8000000000003,301,355.76000000000016
107,0,2,no,no,no,571.8000000000002,335,238.66000000000003
110,0,1,no,no,no,604.5000000000001,308,249.0
96,29,1,no,no,yes,546.0,224,279.71
47,30,2,no,no,yes,676.9,355,293.5900000000001
115,0,2,no,no,no,408.30000000000007,306,189.21
69,0,3,no,no,no,490.2,262,242.11
163,40,2,no,no,yes,724.5,224,341.32
90,0,3,no,no,no,382.3,301,206.34
98,0,3,no,no,no,445.0,324,214.25000000000003
90,39,1,no,no,yes,522.6999999999998,250,244.1
174,15,1,no,no,yes,666.6,376,290.74
95,0,2,yes,no,no,689.3,305,254.93
79,0,1,yes,no,no,724.7,320,339.59
123,27,1,no,no,yes,633.4,361,239.32
99,0,7,yes,no,no,600.0,291,307.66
114,0,2,no,no,no,702.8999999999999,327,359.51
141,0,1,no,no,no,582.4,307,217.77
132,0,1,no,no,no,596.9,309,265.16
133,0,0,no,no,no,663.4000000000002,285,349.49
133,0,4,no,no,no,551.4999999999999,360,222.56000000000003
93,32,2,no,no,yes,535.8,268,250.87
34,0,2,yes,no,no,755.4000000000003,246,262.28000000000003
140,0,4,yes,no,no,584.8000000000002,269,269.1
96,26,2,no,no,yes,571.5,287,236.46
144,0,1,yes,no,no,650.8000000000002,280,196.34
24,29,3,no,no,yes,563.3000000000002,326,193.14
54,0,1,no,no,no,672.7,389,339.5200000000001
50,0,5,yes,no,no,504.1,320,253.65
92,23,4,no,no,yes,553.6,325,175.10000000000005
96,0,3,no,no,no,639.9,191,247.09
146,0,2,no,no,no,679.2,286,332.82
138,17,0,no,yes,yes,556.1000000000001,307,208.54
102,0,4,no,no,no,563.1999999999998,308,222.72
76,0,5,yes,no,no,543.6,254,278.37
99,0,3,no,no,no,552.9999999999999,254,290.47
83,36,0,no,no,yes,599.4,305,281.02
36,25,1,no,no,yes,552.1,253,203.11
70,0,1,no,no,no,584.3,331,285.49
109,0,2,yes,yes,no,726.6,308,372.36
100,0,2,no,no,no,531.8000000000002,360,236.65
104,0,1,no,no,no,549.5,340,264.61
106,0,1,no,no,no,630.4000000000002,319,292.26
84,0,1,no,no,no,461.3,344,233.93
80,0,2,no,no,no,678.4,280,304.16
100,0,1,no,no,no,404.5,224,208.94
99,0,2,no,no,no,629.4000000000002,326,338.36
